name,street,city,state,zip,neighborhood,community_district,accepts_ebt,type,subtype,bread,bread_whole_wheat,dairy,dairy_low_fat,fish_fresh,fish_sustainably_caught,fresh_produce,fruit,greens,health_natural,herbs,juices_natural,local_food,meat_deli,meat_free_range,meat_low_fat,meat_packaged,organics,prepared_food,star_bodega,vegetables,other,surveyor,added,surveyed,latitude,longitude
Mi Esfuerzo,2690 Webb Ave,Bronx,NY,10468,Kingsbridge Heights,8,True,small,bodega,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,,Brian Goldblatt,2011-02-16 22:25:47,2011-02-04 00:00:00,40.8688519,-73.901972
Yang's Deli Grocery,141 W 231st St,Bronx,NY,10463,Kingsbridge,8,True,small,bodega,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,,Brian Goldblatt,2011-02-16 22:29:50,2011-02-03 00:00:00,40.878328,-73.902661
Peter's Newstand,2897 Sedgwick Ave,Bronx,NY,10468,Kingsbridge Heights,8,,small,bodega,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,,Brian Goldblatt,2011-02-17 03:59:36,2011-02-04 00:00:00,40.8750181,-73.9012503
M.R. Deli Grocery,135 W Kingsbridge Rd,Bronx,NY,10468,Kingsbridge Heights,8,True,small,bodega,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,,Kristin Pederson,2011-02-17 04:14:11,2011-02-04 00:00:00,40.869416,-73.903087
Hiciano,3118 Bailey Ave,Bronx,NY,10463,Kingsbridge Heights,8,,small,bodega,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,,Kristin Pederson,2011-02-17 04:19:29,2011-02-04 00:00:00,40.8784165,-73.9020516
Navarette Deli Grocery,148 W 231st St,Bronx,NY,10463,Kingsbridge,8,True,small,bodega,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,,Kristin Pederson and Brian Goldblatt,2011-02-17 04:23:51,2011-02-03 00:00:00,40.8784871,-73.9036815
Deegan Deli,3002 Bailey Ave,Bronx,NY,10463,Kingsbridge Heights,8,,small,bodega,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,,Brian Goldblatt,2011-02-17 04:29:28,2011-02-04 00:00:00,40.875981,-73.9040928
Mini Mart Corp,2820 Bailey Ave,Bronx,NY,10463,Kingsbridge,8,True,small,bodega,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,,Kristin Pederson,2011-02-17 04:35:05,2011-02-03 00:00:00,40.873753,-73.9047159
Mi Boganita,208 W 233rd St,Bronx,NY,10463,Kingsbridge,8,True,small,bodega,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,accepts WIC,Brian Goldblatt,2011-02-17 04:43:22,2011-02-03 00:00:00,40.8809854,-73.9039323
230 Kelvin Grocery Deli Corporation,231 W 230th St,Bronx,NY,10463,Kingsbridge,8,True,small,bodega,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,,Brian Goldblatt,2011-02-18 10:04:01,2011-02-04 00:00:00,40.877986,-73.907176
3 Star Stationary Deli & Grocery		,231 W 231st St,Bronx,NY,10463,Kingsbridge,8,True,small,bodega,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,accepts WIC,Brian Goldblatt,2011-02-18 10:06:16,2011-02-04 00:00:00,40.8796231,-73.9058348
69 Kingsbridge Grocery Inc. ,69 W Kingsbridge Rd,Bronx,NY,10468,Kingsbridge Heights,8,True,small,bodega,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,accepts WIC,Brian Goldblatt,2011-02-18 10:08:08,2011-02-04 00:00:00,40.8679333,-73.8995679
99 Cent Store,5657 Broadway,Bronx,NY,10463,Kingsbridge,8,True,small,convenience store,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Brian Goldblatt,2011-02-18 10:12:36,2011-02-04 00:00:00,40.88072,-73.9036985
99 Cent Store,5605 Broadway,Bronx,NY,10463,Kingsbridge,8,,small,convenience store,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Brian Goldblatt,2011-02-18 10:23:56,2011-02-04 00:00:00,40.8790475,-73.9046739
A - Z 99 Cent Store	,5213 Broadway,Bronx,NY,10463,Marble Hill,8,True,small,convenience store,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Brian Goldblatt,2011-02-18 10:26:23,2011-02-04 00:00:00,40.8769646,-73.9062108
Albany Grocery,3001 Albany Crescent,Bronx,NY,10463,Kingsbridge,8,,small,bodega,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,,Brian Goldblatt,2011-02-18 10:30:18,2011-02-04 00:00:00,40.8766341,-73.9014464
Apple Tree Fruit and Vegetable,5590 Broadway,Bronx,NY,10463,Kingsbridge,8,True,small,green grocer,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,,,2011-02-18 10:34:32,2011-02-04 00:00:00,40.8792116,-73.9043762
Bakery Outlet,5625 Broadway,Bronx,NY,10463,Kingsbridge ,8,True,specialty,bakery,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Brian Goldblatt,2011-02-18 10:36:26,2011-02-04 00:00:00,40.8794201,-73.9044079
BP gas station	,3010 Riverdale Ave,Bronx,NY,10463,Kingsbridge,8,,small,convenience store,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Brian Goldblatt,2011-02-18 10:37:27,2011-02-04 00:00:00,40.880455,-73.90999
BP gas station	,5701 Broadway,Bronx,NY,10463,Kingsbridge,8,,small,convenience store,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Brian Goldblatt,2011-02-18 10:38:27,2011-02-04 00:00:00,40.882095,-73.902946
Broadway Riverdale Meat Market,5587 Broadway,Bronx,NY,10463,Kingsbridge,8,,specialty,butcher,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,accepts WIC,Brian Goldblatt,2011-03-23 23:18:51,2011-01-27 00:00:00,40.8785469,-73.9050362
Bus Stop Convenience,215 W 231st St,Bronx,NY,10463,Kingsbridge,8,,small,convenience store,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Kristin Pederson,2011-03-23 23:35:56,2011-02-04 00:00:00,40.8792877,-73.9054893
C Town,2891 Sedgwick Ave,Bronx,NY,10468,Kingsbridge Heights,8,True,large,supermarket,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,Kristin Pederson and Brian Goldblatt,2011-03-23 23:48:30,2011-02-04 00:00:00,40.8749778,-73.901273
C Town,4918 Broadway,Manhattan,NY,10034,Marble Hill,8,,large,supermarket,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,accepts WIC,Kristin Pederson and Brian Goldblatt,2011-03-23 23:55:44,2011-02-04 00:00:00,40.8674981,-73.9217187
Candy and Cigar,2636 University Ave,Bronx,NY,10468,Kingsbridge Heights,8,,small,convenience store,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Brian Goldblatt,2011-03-24 00:00:33,2011-02-04 00:00:00,40.867927,-73.900995
Comfort Stationary Grocery,237 W 238th St,Bronx,NY,10463,Kingsbridge,8,,small,convenience store,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Brian Goldblatt,2011-03-24 00:05:31,2011-02-04 00:00:00,40.88502,-73.9003385
Conway,5622 Broadway,Bronx,NY,10463,Kingsbridge,8,,small,convenience store,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Brian Goldblatt,2011-03-24 00:26:37,2011-02-04 00:00:00,40.8785264,-73.9049975
